epoch,train_loss,val_loss
1,0.28605473041534424,0.4819035232067108
2,0.06522763520479202,0.4081006348133087
3,0.04569115862250328,0.38309064507484436
4,0.044974274933338165,0.33207523822784424
5,0.036735281348228455,0.25002288818359375
6,0.03372634947299957,0.19292861223220825
7,0.03263111785054207,0.14558419585227966
8,0.029273685067892075,0.09795553237199783
9,0.024925069883465767,0.0652039423584938
10,0.025856461375951767,0.04510491341352463
11,0.021940236911177635,0.030770309269428253
12,0.024148602038621902,0.030620357021689415
13,0.02355969324707985,0.015756821259856224
14,0.02257859706878662,0.011949765495955944
15,0.021478718146681786,0.013623487204313278
16,0.022662127390503883,0.011385601945221424
17,0.019995853304862976,0.009448359720408916
18,0.019855773076415062,0.0096248434856534
19,0.020699165761470795,0.010647891089320183
20,0.01971190981566906,0.00968346931040287
21,0.018925661221146584,0.009127908386290073
22,0.01968539133667946,0.009997756220400333
23,0.017247993499040604,0.011066659353673458
24,0.016846997663378716,0.00974138081073761
25,0.017691243439912796,0.009518735110759735
26,0.017470750957727432,0.009441645815968513
27,0.01561508048325777,0.009386085905134678
28,0.015974458307027817,0.011563844978809357
29,0.016347771510481834,0.009814932942390442
30,0.015581626445055008,0.010093241930007935
31,0.01577635481953621,0.009852452203631401
