date,actual,predicted
2016-09-12,2453.0,2142.665502369404
2016-09-13,1942.0,2190.7571651637554
2016-09-14,1992.0,2309.464072048664
2016-09-15,1766.0000000000002,1892.727164208889
2016-09-16,2414.0,1959.2079092860222
2016-09-17,2521.0,2297.908368587494
2016-09-18,1177.0,1154.1795100420713
2016-09-19,2342.0,2379.7964673936367
2016-09-20,2194.0,2185.412242114544
2016-09-21,2159.0,2458.640818655491
2016-09-22,1883.0,1949.67038205266
2016-09-23,2269.0,2067.2221099734306
2016-09-24,2340.0,2251.672910094261
2016-09-25,1121.0,1113.4131631106138
2016-09-26,1956.9999999999998,2282.120019555092
2016-09-27,2009.0,2008.0033069849014
2016-09-28,2379.0,2299.200230181217
2016-09-29,1805.0000000000002,2019.3073217272758
2016-09-30,2028.0,2036.2368502914906
2016-10-01,2799.0,2148.7072358727455
2016-10-02,1277.0,1202.6424588561058
2016-10-03,2761.9999999999995,2375.1174958348274
2016-10-04,2624.0000000000005,2431.6487088799477
2016-10-05,2573.0,2700.7226151823997
2016-10-06,2342.0,2135.3851954340935
2016-10-07,2081.0,2335.3437538146973
2016-10-08,2279.0,2209.083776861429
2016-10-09,1221.0,1110.1561876535416
2016-10-10,2206.0,2281.0735243558884
2016-10-11,1812.0000000000002,2168.1656941473484
2016-10-12,2584.0,2282.003207087517
2016-10-13,1664.0,2136.3312861025333
2016-10-14,2647.0,2012.1113124489784
2016-10-15,2212.0,2491.3903078734875
2016-10-16,1454.0,1063.9598673582077
2016-10-17,2490.0,2562.279669880867
2016-10-18,1895.0000000000002,2211.212744295597
2016-10-19,2563.0,2403.230162322521
2016-10-20,2176.0,2075.0684154629707
2016-10-21,2469.0,2237.3986071944237
2016-10-22,2570.0,2401.516661912203
2016-10-23,1106.0,1191.3995599150658
2016-10-24,1783.0,2373.4742936491966
2016-10-25,2090.0,1973.067046225071
2016-10-26,2032.0,2355.8106228113174
2016-10-27,2143.0,1886.477095067501
2016-10-28,2576.0,2188.508073568344
2016-10-29,2574.0,2418.9747066795826
2016-10-30,1059.0,1211.3404717445374
2016-10-31,1777.0,2353.1475695073605
2016-11-01,3009.0000000000005,1961.4392381608486
2016-11-02,873.0,2762.965897679329
2016-11-03,739.0000000000001,1473.7164776027203
2016-11-04,1637.0000000000002,1490.0580300092697
2016-11-05,1839.0,1661.8995564877987
2016-11-06,1054.0,874.0777390897274
2016-11-07,2538.0,1879.559569120407
2016-11-08,2542.0,2128.6993375122547
2016-11-09,3557.0000000000005,2445.270909190178
2016-11-10,2251.0,2521.633447110653
2016-11-11,2351.0,2196.180063545704
2016-11-12,2626.0,2329.6532103717327
2016-11-13,1221.0,1168.3160013258457
2016-11-14,2354.0,2463.1010679006577
2016-11-15,2231.0,2213.779909014702
2016-11-16,2818.0,2572.2674369215965
2016-11-17,2293.0,2264.6917800307274
2016-11-18,2229.0,2400.1918339133263
2016-11-19,2723.0000000000005,2353.63032412529
2016-11-20,1293.0,1281.9355446100235
2016-11-21,2489.0,2490.3064808547497
2016-11-22,2074.0,2377.33151358366
2016-11-23,2385.0,2457.7769182026386
2016-11-24,2126.0,2061.491976737976
2016-11-25,2665.0,2223.176087141037
2016-11-26,2669.0,2511.1552483439445
2016-11-27,1044.0,1237.1484252363443
2016-11-28,2655.0,2409.4946824908257
2016-11-29,2239.0,2372.7454199790955
2016-11-30,3301.0,2539.31608492136
2016-12-01,2647.0,2483.6124942302704
2016-12-02,3314.0,2496.947480380535
2016-12-03,2594.0,2910.103243112564
2016-12-04,1316.0,1163.139221996069
2016-12-05,2496.0,2652.483582019806
2016-12-06,1037.0,2250.502979040146
2016-12-07,3078.0,2119.059448838234
2016-12-08,2378.0,2321.0486775636673
2016-12-09,2740.9999999999995,2372.0626089572906
2016-12-10,2677.0000000000005,2681.5012440681458
2016-12-11,1181.0,1229.8888163864613
2016-12-12,2701.0,2548.03727966547
2016-12-13,3153.0,2378.292205810547
2016-12-14,2422.0,3100.22516810894
2016-12-15,2320.0,2012.5871426165104
2016-12-16,2312.0,2466.0776783823967
2016-12-17,2717.0,2278.736973941326
2016-12-18,1651.0,1327.4624511897564
2016-12-19,3277.9999999999995,2625.6612718105316
2016-12-20,2768.0,2880.393437087536
2016-12-21,3146.0,2867.782808661461
2016-12-22,2574.0,2419.510147333145
2016-12-23,2996.0,2554.0049516558647
2016-12-24,2576.0,2759.3811398148537
2016-12-25,0.0,1233.2206812798977
2016-12-26,696.0,1960.6478939056396
2016-12-27,2379.0,1526.50246617198
2016-12-28,2284.0,2195.669761657715
2016-12-29,2054.0,1969.2452012002468
2016-12-30,2581.0,2215.6091681718826
2016-12-31,2318.0,2430.077159702778
2017-01-01,0.0,1168.3849447667599
2017-01-02,1433.9999999999998,2310.60660636425
2017-01-03,3081.0,2057.9233257472515
2017-01-04,3039.0,2983.9615384936333
2017-01-05,2616.9999999999995,2661.8490517139435
2017-01-06,2761.0,2748.2153130173683
2017-01-07,2503.0,2813.0179325938225
2017-01-08,1356.0,1314.284770488739
2017-01-09,4100.0,2706.8609899282455
2017-01-10,2370.0,3395.5635147690773
2017-01-11,2607.0,2755.8102308511734
2017-01-12,2430.0,2274.261069417
2017-01-13,2784.0,2331.183062314987
2017-01-14,2978.0,2656.236935198307
2017-01-15,1342.0000000000002,1183.009459272027
2017-01-16,2609.0,2508.2173244655132
2017-01-17,2761.9999999999995,2339.503542125225
2017-01-18,2746.0,2909.4969021081924
2017-01-19,2399.0,2346.996700644493
2017-01-20,1924.0,2564.3886166214943
2017-01-21,2963.0000000000005,2300.964610248804
2017-01-22,1083.0,1241.3040739297867
2017-01-23,3075.0,2242.935909539461
2017-01-24,2499.0,2650.9276881217957
2017-01-25,2498.0,2677.210493326187
2017-01-26,1829.0,2257.293456375599
2017-01-27,2301.0,2124.94056519866
2017-01-28,2662.0,2369.8484406769276
2017-01-29,1059.0,1088.7558726370335
2017-01-30,1986.0,2216.7544120550156
2017-01-31,1965.0,1989.0741175711155
2017-02-01,2399.0,2246.64876973629
2017-02-02,2257.0,2055.1427073180676
