epoch,train_loss,val_loss
1,0.08323190361261368,0.10062354058027267
2,0.020163394510746002,0.0714736133813858
3,0.015100420452654362,0.05588918551802635
4,0.014267542399466038,0.051229577511548996
5,0.012151812203228474,0.034674499183893204
6,0.011783073656260967,0.0262899249792099
7,0.010656747035682201,0.01634039357304573
8,0.009845524094998837,0.012127132155001163
9,0.008700443431735039,0.009491505101323128
10,0.008884781040251255,0.005457922350615263
11,0.009263680316507816,0.005233215168118477
12,0.008012513630092144,0.003527023596689105
13,0.008445121347904205,0.005879585165530443
14,0.008569835685193539,0.00399568909779191
15,0.00686690816655755,0.00383882992900908
16,0.008267470635473728,0.004387299530208111
17,0.007958706468343735,0.004096768330782652
18,0.007200838532298803,0.004289818461984396
19,0.007248215842992067,0.0042791529558598995
20,0.0077976444736123085,0.004558340646326542
21,0.006458163261413574,0.0037875918205827475
22,0.006469103507697582,0.0050277370028197765
