date,actual,predicted
2016-09-12,805.0,687.0356418192387
2016-09-13,688.0,706.5646099448204
2016-09-14,761.0,804.410926938057
2016-09-15,662.0,667.7534389793873
2016-09-16,832.0,720.8035750687122
2016-09-17,602.0,621.8249856233597
2016-09-18,243.0,243.51434715092182
2016-09-19,742.0,687.776481539011
2016-09-20,776.0,675.3636091947556
2016-09-21,787.0,826.4696965813637
2016-09-22,626.0,669.709564357996
2016-09-23,718.0,701.9155737161636
2016-09-24,545.0,581.3845506906509
2016-09-25,268.0,230.85995037853718
2016-09-26,652.0,668.5495549142361
2016-09-27,551.0,645.4116135835648
2016-09-28,753.0,772.5374648272991
2016-09-29,542.0,657.381237924099
2016-09-30,819.0,660.9222777485847
2016-10-01,768.0,606.9696264266968
2016-10-02,343.0,277.4904561638832
2016-10-03,833.0,873.2221017479897
2016-10-04,778.0,771.7058000564575
2016-10-05,1008.0000000000001,872.4593097567558
2016-10-06,692.0,760.1692386567593
2016-10-07,700.0,779.3704554140568
2016-10-08,698.0,632.2657628059387
2016-10-09,294.0,248.77275668084621
2016-10-10,675.0,744.790040910244
2016-10-11,625.0,693.1423286497593
2016-10-12,818.0,821.3770168125629
2016-10-13,596.0,684.925702214241
2016-10-14,731.0,681.8269215524197
2016-10-15,603.0,615.8842263221741
2016-10-16,324.0,244.59826527535915
2016-10-17,813.0,749.9852634966373
2016-10-18,827.0,728.3782953321934
2016-10-19,787.0,885.4551533460617
2016-10-20,639.0,703.6428318321705
2016-10-21,747.0,707.760514318943
2016-10-22,714.0,609.6670859456062
2016-10-23,301.0,255.92776335775852
2016-10-24,604.0,784.5972714722157
2016-10-25,712.0,688.8384968340397
2016-10-26,732.0,870.1269303560257
2016-10-27,716.0,683.777262210846
2016-10-28,766.0,734.8498150706291
2016-10-29,630.0,641.263474792242
2016-10-30,325.0,248.60460425913334
2016-10-31,625.0,766.6612274050713
2016-11-01,889.0,694.8895119130611
2016-11-02,282.0,960.5427989959717
2016-11-03,244.0,532.5571120083332
2016-11-04,456.00000000000006,709.7147114574909
2016-11-05,452.0,558.6188585758209
2016-11-06,262.0,218.06187500059605
2016-11-07,794.0,673.9016076922417
2016-11-08,886.9999999999999,724.2687707841396
2016-11-09,1275.0,911.6978083848953
2016-11-10,680.0,842.9529848098755
2016-11-11,813.0,753.0449849367142
2016-11-12,639.0,710.810545116663
2016-11-13,281.0,259.13311636447906
2016-11-14,703.0,750.2045884430408
2016-11-15,726.0,702.3533336520195
2016-11-16,915.9999999999999,842.4231637716293
2016-11-17,647.0,719.7257383167744
2016-11-18,639.0,727.3399133384228
2016-11-19,696.0,623.9959861636162
2016-11-20,251.0,256.6596540659666
2016-11-21,770.0,756.9316741526127
2016-11-22,643.0,751.5146050751209
2016-11-23,744.0,809.8348684608936
2016-11-24,644.0,674.2605075538158
2016-11-25,751.0,685.183493077755
2016-11-26,581.0,628.4335092902184
2016-11-27,261.0,247.45223361253738
2016-11-28,699.0,712.8264953792095
2016-11-29,632.0,706.3911672234535
2016-11-30,806.0,807.0502426028252
2016-12-01,818.0,676.0733498632908
2016-12-02,960.0000000000001,779.6314105689526
2016-12-03,601.0,746.3677862584591
2016-12-04,316.0,290.5275838673115
2016-12-05,632.0,850.6089878082275
2016-12-06,260.0,728.4419766962528
2016-12-07,977.0,729.2671151161194
2016-12-08,719.0,739.8860814571381
2016-12-09,939.9999999999999,742.1483025848866
2016-12-10,616.0,753.8578122854233
2016-12-11,312.0,288.6578090339899
2016-12-12,804.0,851.0454622507095
2016-12-13,919.0,763.0596705079079
2016-12-14,867.0,949.3742347955704
2016-12-15,715.0,765.4750136733055
2016-12-16,805.0,779.9137246906757
2016-12-17,703.0,697.4569388329983
2016-12-18,487.00000000000006,296.94906824827194
2016-12-19,823.0,980.6735263466835
2016-12-20,847.0,799.5849376022816
2016-12-21,979.0000000000001,946.8938258886337
2016-12-22,881.9999999999999,810.2453363835812
2016-12-23,837.0,901.9049198627472
2016-12-24,620.0,782.2988093197346
2016-12-25,0.0,288.36941353976727
2016-12-26,234.00000000000003,619.5821952223778
2016-12-27,876.0,591.8876743018627
2016-12-28,791.0,907.6334738731384
2016-12-29,634.0,714.5900934040546
2016-12-30,915.9999999999999,693.8103402256966
2016-12-31,518.0,704.4036461412907
2017-01-01,0.0,253.97922733426094
2017-01-02,332.0,617.1126635670662
2017-01-03,952.0,568.6219747066498
2017-01-04,1055.0,759.6054014861584
2017-01-05,918.0,635.6515545845032
2017-01-06,799.0,649.2572658956051
2017-01-07,767.0,558.9199606776237
2017-01-08,345.0,226.77586376667023
2017-01-09,877.9999999999999,726.8796572685242
2017-01-10,920.0,726.1548367738724
2017-01-11,947.0,896.1399765014648
2017-01-12,686.0,699.0453142225742
2017-01-13,778.0,753.8453034460545
2017-01-14,637.0,624.0208555161953
2017-01-15,280.0,229.8231505304575
2017-01-16,766.0,654.119496256113
2017-01-17,1030.0,698.9898896813393
2017-01-18,861.0,850.3323100805283
2017-01-19,676.0,672.6961610019207
2017-01-20,672.0,702.8959601819515
2017-01-21,650.0,583.3260412216187
2017-01-22,267.0,227.75036662817
2017-01-23,852.0,640.8765907287598
2017-01-24,738.0,711.3182161152363
2017-01-25,750.0,857.7711635828018
2017-01-26,693.0,707.9492840766907
2017-01-27,738.0,776.4586151540279
2017-01-28,605.0,652.4978958070278
2017-01-29,302.0,231.69710321724415
2017-01-30,580.0,696.2102574706078
2017-01-31,679.0,668.7033196985722
2017-02-01,1070.0,815.8465276658535
2017-02-02,703.0,646.0406648218632
2017-02-03,702.0,644.2122977077961
2017-02-04,763.0,579.6108664870262
2017-02-05,234.00000000000003,230.53630270063877
2017-02-06,650.0,647.2071017324924
2017-02-07,757.0,688.1505601108074
2017-02-08,811.0,819.5349542498589
2017-02-09,666.0,642.8977818489075
2017-02-10,789.0,705.5217781662941
2017-02-11,848.0,605.583567917347
2017-02-12,298.0,246.6409884095192
2017-02-13,725.0,762.3704482913017
2017-02-14,640.0,732.7925806939602
2017-02-15,828.0,853.6115047931671
2017-02-16,668.0,693.2656371295452
2017-02-17,765.0,738.4628919661045
2017-02-18,691.0,632.2682349085808
2017-02-19,225.0,232.0272772461176
2017-02-20,645.0,616.5857101678848
2017-02-21,753.0,690.1477718353271
2017-02-22,820.0,803.5748618245125
2017-02-23,662.0,629.909898430109
2017-02-24,682.0,690.7869092524052
2017-02-25,651.0,575.7061309218407
2017-02-26,220.0,227.15352688729763
2017-02-27,145.0,564.7592648863792
2017-02-28,309.0,304.1166084855795
2017-03-01,1029.0,790.0668974518776
2017-03-02,924.0,674.9118077158928
2017-03-03,903.0,688.1331070661545
2017-03-04,752.0,674.8796209394932
2017-03-05,250.0,242.3728290349245
2017-03-06,819.0,734.8489745557308
2017-03-07,1234.0,791.1247101724148
2017-03-08,720.0,930.8447377681732
2017-03-09,677.0,701.2260054051876
2017-03-10,733.0,745.8693114817142
2017-03-11,661.0,616.9928160309792
2017-03-12,317.0,231.25766225159168
2017-03-13,655.0,716.4854050576687
2017-03-14,659.0,676.5246569216251
2017-03-15,1001.0,812.7687104344368
2017-03-16,727.0,635.5093592405319
2017-03-17,923.0,638.579908490181
2017-03-18,607.0,620.9590080678463
2017-03-19,285.0,226.29031808674335
2017-03-20,606.0,598.7269440293312
2017-03-21,891.9999999999999,632.3943615853786
2017-03-22,806.0,789.8291306197643
2017-03-23,712.0,605.6979768276215
2017-03-24,805.0,711.364988297224
2017-03-25,690.0,609.5355700850487
2017-03-26,275.0,229.09373192489147
2017-03-27,668.0,673.7457168996334
2017-03-28,674.0,676.7346867620945
2017-03-29,818.0,806.1556875407696
2017-03-30,666.0,624.9117518663406
2017-03-31,772.0,693.1193380951881
2017-04-01,858.0,612.9094957709312
2017-04-02,281.0,241.29657442867756
2017-04-03,801.0,794.808192551136
2017-04-04,673.0,759.45420768857
2017-04-05,1057.0,871.5708360671997
2017-04-06,756.0,695.5731471776962
2017-04-07,776.0,699.077154904604
2017-04-08,657.0,639.979613006115
2017-04-09,251.0,229.3985421806574
2017-04-10,560.0,679.6193833351135
2017-04-11,769.0,640.719908863306
2017-04-12,773.0,809.9519966840744
2017-04-13,574.0,628.2563089728355
2017-04-14,184.0,658.6904634833336
2017-04-15,429.0,465.7213944196701
2017-04-16,228.00000000000003,225.17846520245075
2017-04-17,851.0,646.2739818692207
2017-04-18,661.0,749.168134689331
2017-04-19,794.0,856.337146282196
2017-04-20,696.0,667.4246493279934
2017-04-21,871.0,762.7071486711502
2017-04-22,701.0,665.8216390907764
2017-04-23,252.99999999999997,238.1301075965166
2017-04-24,648.0,722.9281989634037
2017-04-25,655.0,698.8174358010292
2017-04-26,972.0,823.3596925735474
2017-04-27,614.0,652.5848643779755
2017-04-28,737.0,649.0209823250771
2017-04-29,638.0,608.2965522408485
2017-04-30,208.0,226.83076916635036
2017-05-01,227.0,604.486448764801
2017-05-02,1061.0,423.23875549435616
2017-05-03,1117.0,748.7752186954021
2017-05-04,956.0,660.0817628502846
2017-05-05,829.0,693.4821933209896
2017-05-06,688.0,623.4142015278339
2017-05-07,266.0,230.773303180933
2017-05-08,728.0,718.6151709258556
2017-05-09,891.0,709.8049432039261
2017-05-10,944.9999999999999,864.8738111257553
2017-05-11,594.0,674.5872700810432
2017-05-12,764.0,720.0014766454697
2017-05-13,721.0,615.0743654966354
2017-05-14,152.0,231.22451135516167
2017-05-15,662.0,626.9318552613258
2017-05-16,785.0,658.322960704565
2017-05-17,841.0,799.3168133497238
2017-05-18,669.0,616.5615330040455
2017-05-19,826.0,721.3781906068325
2017-05-20,588.0,614.2388936877251
2017-05-21,243.0,226.08224120736122
2017-05-22,712.0,649.9032263159752
2017-05-23,822.0,669.1469137966633
2017-05-24,944.0,818.1551748812199
2017-05-25,706.0,633.8771781921387
2017-05-26,303.0,720.5707029998302
2017-05-27,462.0,519.7388642728329
2017-05-28,272.0,221.97036816179752
2017-05-29,656.0,695.6162606477737
2017-05-30,681.0,703.845346480608
2017-05-31,857.0,847.3984186649323
2017-06-01,683.0,666.4604798555374
2017-06-02,829.9999999999999,776.8450542390347
2017-06-03,621.0,653.2298853993416
2017-06-04,252.99999999999997,235.31270165741444
2017-06-05,680.0,707.9204099178314
2017-06-06,832.0,692.1829550564289
2017-06-07,891.9999999999999,844.9085168838501
2017-06-08,610.0,664.3268575072289
2017-06-09,845.0000000000001,728.5628625154495
2017-06-10,638.0,622.5161855220795
2017-06-11,259.0,228.44478026032448
2017-06-12,570.0,676.536523014307
2017-06-13,754.0,618.6423017978668
2017-06-14,808.0,797.3968795537949
2017-06-15,672.0,635.5478251576424
2017-06-16,851.0,747.6940693259239
2017-06-17,554.0,633.001954972744
2017-06-18,197.0,224.06058038771152
2017-06-19,674.0,617.2319177985191
2017-06-20,773.0,641.7189349830151
2017-06-21,780.0,792.2164895832539
2017-06-22,816.0,627.8478187322617
2017-06-23,872.0,770.5067808330059
2017-06-24,698.0,631.9750435352325
2017-06-25,290.0,239.46472164988518
2017-06-26,698.0,756.761890143156
2017-06-27,727.0,718.5357669889927
2017-06-28,790.0,849.9367736577988
2017-06-29,709.0,674.713446199894
2017-06-30,813.0,795.8553257882595
2017-07-01,777.0,642.7698258161545
2017-07-02,272.0,245.38300953805447
2017-07-03,734.0,791.8023135066032
2017-07-04,784.0,752.202591240406
2017-07-05,879.0,876.6075968742371
2017-07-06,719.0,707.6771550178528
2017-07-07,751.0,794.1137294769287
2017-07-08,700.0,618.5372868776321
2017-07-09,268.0,238.16026724874973
2017-07-10,772.0,729.3723278045654
2017-07-11,754.0,733.2603519558907
2017-07-12,826.0,849.8005113601685
2017-07-13,615.0,685.188140630722
2017-07-14,766.0,749.9506046175957
2017-07-15,621.0,603.7637048363686
2017-07-16,231.0,232.0156583636999
2017-07-17,704.0,675.3945104777813
2017-07-18,647.0,680.8199847042561
2017-07-19,860.0,787.3389321863651
2017-07-20,772.0,664.117915391922
2017-07-21,879.0,763.8519794046879
2017-07-22,732.0,637.1060408949852
2017-07-23,276.0,245.80999110639095
2017-07-24,646.0,754.2395543754101
2017-07-25,644.0,700.203197658062
2017-07-26,727.0,826.3946929872036
2017-07-27,660.0,678.3174751996994
2017-07-28,714.0,759.5522018373013
2017-07-29,667.0,610.406244635582
2017-07-30,238.0,239.82082803547382
2017-07-31,678.0,734.9780183136463
2017-08-01,867.0,715.1579848229885
2017-08-02,942.0,907.8280777931213
2017-08-03,622.0,736.8458896279335
2017-08-04,729.0,760.4730106294155
2017-08-05,442.0,606.6528511941433
2017-08-06,233.0,213.30809578299522
2017-08-07,741.0,586.6638247668743
2017-08-08,767.0,629.1724207699299
2017-08-09,651.0,783.4749863147736
2017-08-10,696.0,611.4648978710175
2017-08-11,341.0,709.5648031532764
2017-08-12,351.0,507.5635115504265
2017-08-13,169.0,204.50455509871244
2017-08-14,571.0,558.9166975021362
2017-08-15,703.0,588.4642571210861
