epoch,train_loss,val_loss
1,0.03265497833490372,0.012410263530910015
2,0.01743292808532715,0.013477010652422905
3,0.014735918492078781,0.00886094756424427
4,0.013876221142709255,0.009134221822023392
5,0.012687734328210354,0.007390609011054039
6,0.012151106260716915,0.010812286287546158
7,0.013065946288406849,0.008655677549540997
8,0.011516758240759373,0.00920374970883131
9,0.012069491669535637,0.010059501975774765
10,0.012672287411987782,0.009849748574197292
11,0.011364837177097797,0.009905807673931122
12,0.012143271043896675,0.007811598014086485
13,0.010898337699472904,0.006480548530817032
14,0.010960838757455349,0.009793507866561413
15,0.010514063760638237,0.007473380770534277
16,0.010136467404663563,0.006175672169774771
17,0.011327059008181095,0.007724203169345856
18,0.010988296009600163,0.00735454959794879
19,0.010383944027125835,0.007684272713959217
20,0.010138471610844135,0.006170949432998896
21,0.009488549083471298,0.006274073384702206
22,0.009616667404770851,0.006108776666224003
23,0.009533686563372612,0.006726424675434828
24,0.009228847920894623,0.007236022502183914
25,0.009618954733014107,0.00762272858992219
26,0.009689252823591232,0.0062117003835737705
27,0.008599717170000076,0.0059410277754068375
28,0.00907138828188181,0.0065827700309455395
29,0.008808105252683163,0.006874836515635252
30,0.00860921572893858,0.00586683489382267
31,0.008152795024216175,0.0061864391900599
32,0.008367865346372128,0.006102846469730139
33,0.008695989847183228,0.005859220400452614
34,0.008152242749929428,0.006080187391489744
35,0.007890911772847176,0.0059408992528915405
36,0.008008411154150963,0.0060101780109107494
37,0.007953723892569542,0.005957936402410269
38,0.007566658314317465,0.006455165334045887
39,0.007843170315027237,0.005875166039913893
40,0.007717565167695284,0.006051037460565567
41,0.007248295936733484,0.005656884517520666
42,0.007374980952590704,0.006666729226708412
43,0.006923061329871416,0.005751693155616522
44,0.007409682963043451,0.005475384183228016
45,0.007279972080141306,0.0057496577501297
46,0.007095799315720797,0.0063066985458135605
47,0.007072631269693375,0.00696099828928709
48,0.006835016421973705,0.005624939687550068
49,0.006859682500362396,0.00548313045874238
50,0.0069732144474983215,0.005609051790088415
51,0.00651375949382782,0.005709601100534201
52,0.006435604300349951,0.006069949362426996
53,0.006422237493097782,0.0057214777916669846
54,0.006285581737756729,0.006221290212124586
