epoch,train_loss,val_loss
1,0.07184446603059769,0.12963810563087463
2,0.019396640360355377,0.10420658439397812
3,0.01734456606209278,0.09197603166103363
4,0.014751375652849674,0.07300535589456558
5,0.013777466490864754,0.06394254416227341
6,0.013216436840593815,0.05247202143073082
7,0.012247134931385517,0.0439753420650959
8,0.012253503315150738,0.03440484404563904
9,0.011338568292558193,0.03110024891793728
10,0.011412973515689373,0.02608388103544712
11,0.010346115566790104,0.018763495609164238
12,0.011479913257062435,0.016494859009981155
13,0.010786793194711208,0.015507006086409092
14,0.009761480614542961,0.011217677034437656
15,0.009083284065127373,0.009404669515788555
16,0.009548000060021877,0.010727130807936192
17,0.008892286568880081,0.011220834217965603
18,0.009390234015882015,0.0076914262026548386
19,0.0088623883202672,0.006149246357381344
20,0.00880198273807764,0.007375568151473999
21,0.008388523012399673,0.008088435977697372
22,0.007910964079201221,0.007074603345245123
23,0.007897743955254555,0.007318748161196709
24,0.007724338211119175,0.00652827275916934
25,0.007822654210031033,0.007988144643604755
26,0.00751350587233901,0.007605277001857758
27,0.007111034356057644,0.007348404265940189
28,0.007245970424264669,0.006495899986475706
29,0.007214706391096115,0.006717822048813105
