epoch,train_loss,val_loss
1,0.01889069750905037,0.009698556736111641
2,0.01121922954916954,0.010517425835132599
3,0.011670054867863655,0.008960389532148838
4,0.01093777921050787,0.009022079408168793
5,0.010018445551395416,0.008727372623980045
6,0.010188780725002289,0.008554142899811268
7,0.01029635313898325,0.008476975373923779
8,0.009604347869753838,0.008501680567860603
9,0.009403282776474953,0.00821749772876501
10,0.009099483489990234,0.008127749897539616
11,0.009165075607597828,0.008039587177336216
12,0.009037262760102749,0.00802368763834238
13,0.008950337767601013,0.007878419011831284
14,0.00839813333004713,0.0076562585309147835
15,0.008272617124021053,0.0075845867395401
16,0.008629131130874157,0.007444868795573711
17,0.008182764984667301,0.007344638463109732
18,0.007842915132641792,0.007243379484862089
19,0.007696983404457569,0.007120802532881498
20,0.007536131888628006,0.006946607958525419
21,0.007639484945684671,0.006703922059386969
22,0.007092420943081379,0.006485566962510347
23,0.007164059206843376,0.006149960216134787
24,0.007138110231608152,0.005848104599863291
25,0.00687877181917429,0.005516846664249897
26,0.006658558733761311,0.005102348048239946
27,0.006537354551255703,0.004665568470954895
28,0.006119244731962681,0.004194415640085936
29,0.005907999351620674,0.0038040021900087595
30,0.00559884263202548,0.0036194066051393747
31,0.005635208450257778,0.003288280451670289
32,0.005516919307410717,0.0031855497509241104
33,0.005338116083294153,0.003149369265884161
34,0.005112499929964542,0.0029583312571048737
35,0.005159482359886169,0.0029817456379532814
36,0.004911854863166809,0.0028979817871004343
37,0.005079549737274647,0.002939949044957757
38,0.004914129618555307,0.002990273991599679
39,0.004786931909620762,0.003017442300915718
40,0.004716400057077408,0.0028365557081997395
41,0.00496650068089366,0.00293078669346869
42,0.004655537661164999,0.002956760348752141
43,0.004684374202042818,0.0028297612443566322
44,0.004577771760523319,0.0028450381942093372
45,0.00469171442091465,0.0029641042929142714
46,0.0045404755510389805,0.002924766857177019
47,0.004731235094368458,0.003065225901082158
48,0.004679274745285511,0.0029399229679256678
49,0.0043436456471681595,0.002874723868444562
50,0.004557707346975803,0.0029512951150536537
51,0.004548469092696905,0.0029096242506057024
52,0.004635824356228113,0.0028259409591555595
53,0.004354044329375029,0.0028402155730873346
54,0.004472012165933847,0.0033025776501744986
55,0.0043938374146819115,0.0028365396428853273
56,0.004270651377737522,0.0029351755511015654
57,0.0044539570808410645,0.0028217313811182976
58,0.004513279534876347,0.002973500406369567
59,0.004473546054214239,0.002793259685859084
60,0.004458502400666475,0.0028648001607507467
61,0.004261654336005449,0.0029046882409602404
62,0.004296347964555025,0.0028610853478312492
63,0.004330628551542759,0.0028230061288923025
64,0.003986402414739132,0.0029291543178260326
65,0.004165767692029476,0.0027813974302262068
66,0.004265764728188515,0.0028175499755889177
67,0.004184447228908539,0.002754391636699438
68,0.004197536967694759,0.0029161740094423294
69,0.004355575889348984,0.0026703625917434692
70,0.00426885113120079,0.0027111342642456293
71,0.004412716254591942,0.0027058476116508245
72,0.0041467188857495785,0.002622179454192519
73,0.004281629808247089,0.002641122555360198
74,0.0041955807246267796,0.002616644836962223
75,0.004210921004414558,0.002593476325273514
76,0.003869376378133893,0.0025371056981384754
77,0.004107181914150715,0.0026596072129905224
78,0.003926068544387817,0.002512601437047124
79,0.003931615501642227,0.0025060782209038734
80,0.003979393746703863,0.0025525223463773727
81,0.0038963323459029198,0.00245488784275949
82,0.0038916291669011116,0.0024108272045850754
83,0.003867105348035693,0.002470010658726096
84,0.003934965468943119,0.00238154549151659
85,0.003967694938182831,0.002515248954296112
86,0.003870795015245676,0.002438464667648077
87,0.004077801946550608,0.0024345056153833866
88,0.0038059980142861605,0.002479079645127058
89,0.003880992764607072,0.0024358597584068775
90,0.003807295113801956,0.0023905744310468435
91,0.0038850584533065557,0.002472157124429941
92,0.003907385282218456,0.0025091483257710934
93,0.003855678252875805,0.0024725536350160837
94,0.0039136684499681,0.0024579905439168215
