epoch,train_loss,val_loss
1,0.16083236038684845,0.10243582725524902
2,0.03254910558462143,0.08661248534917831
3,0.022542232647538185,0.0892145037651062
4,0.020812299102544785,0.07399215549230576
5,0.019261712208390236,0.055162232369184494
6,0.017500273883342743,0.04733644798398018
7,0.01929149217903614,0.04126651585102081
8,0.017636355012655258,0.03566010668873787
9,0.01700848713517189,0.03159298375248909
10,0.01680561527609825,0.02467997558414936
11,0.01541211362928152,0.016691608354449272
12,0.015353103168308735,0.012213536538183689
13,0.014287427999079227,0.0100594786927104
14,0.014151385985314846,0.007463992573320866
15,0.014204942621290684,0.00724957836791873
16,0.014965246431529522,0.005810408852994442
17,0.01336189266294241,0.006101715844124556
18,0.012924465350806713,0.005756255239248276
19,0.01277275662869215,0.0055516441352665424
20,0.012340097688138485,0.00569103192538023
21,0.012906827963888645,0.005822368431836367
22,0.011413713917136192,0.006726578809320927
23,0.012377100065350533,0.006539167836308479
24,0.01121369656175375,0.006789109203964472
25,0.012640342116355896,0.008253166452050209
26,0.0112951984629035,0.006850937847048044
27,0.011919748038053513,0.009633434005081654
28,0.011457975022494793,0.0071246628649532795
29,0.01012426521629095,0.005778109189122915
