epoch,train_loss,val_loss
1,0.01897975243628025,0.00481360824778676
2,0.008426506072282791,0.0033621748443692923
3,0.006637826561927795,0.003041620831936598
4,0.006314256228506565,0.003376613138243556
5,0.006614502519369125,0.002485533943399787
6,0.006482170429080725,0.0029197954572737217
7,0.005953316576778889,0.0024742328096181154
8,0.005570793058723211,0.002659427234902978
9,0.005318008363246918,0.002479486633092165
10,0.005444198381155729,0.0025494983419775963
11,0.005406181327998638,0.0031957696191966534
12,0.005358975846320391,0.002531232312321663
13,0.005188224371522665,0.0025281261187046766
14,0.004921965766698122,0.0024395459331572056
15,0.004892944358289242,0.0023830626159906387
16,0.0044649806804955006,0.002517299260944128
17,0.0047565121203660965,0.0031645754352211952
18,0.004631757270544767,0.0031706516165286303
19,0.004350847564637661,0.0026748443488031626
20,0.004369787406176329,0.0026089425664395094
21,0.004218190908432007,0.002726912032812834
22,0.004145764280110598,0.002795805688947439
23,0.00413947319611907,0.003245233092457056
24,0.004110639449208975,0.003149821190163493
25,0.004174530040472746,0.0026831014547497034
