date,actual,predicted
2016-09-12,2664.0,2347.714285714286
2016-09-13,2623.0,2380.8571428571427
2016-09-14,2597.0,2335.1428571428573
2016-09-15,2290.0,2328.1428571428573
2016-09-16,2625.0,2315.285714285714
2016-09-17,2645.0,2318.285714285714
2016-09-18,1200.0,2357.5714285714284
2016-09-19,2558.0,2377.714285714286
2016-09-20,2492.0,2362.5714285714284
2016-09-21,2753.0,2343.8571428571427
2016-09-22,2323.0,2366.1428571428573
2016-09-23,2391.0,2370.8571428571427
2016-09-24,2496.0,2337.4285714285716
2016-09-25,1030.0,2316.1428571428573
2016-09-26,2161.0,2291.8571428571427
2016-09-27,2255.0,2235.1428571428573
2016-09-28,2735.0,2201.285714285714
2016-09-29,2131.0,2198.714285714286
2016-09-30,2579.0,2171.285714285714
2016-10-01,3369.0,2198.1428571428573
2016-10-02,1532.0,2322.8571428571427
2016-10-03,2982.0,2394.5714285714284
2016-10-04,2750.0,2511.8571428571427
2016-10-05,3834.0,2582.5714285714284
2016-10-06,2458.0,2739.5714285714284
2016-10-07,2592.0,2786.285714285714
2016-10-08,2615.0,2788.1428571428573
2016-10-09,1361.0,2680.4285714285716
2016-10-10,2535.0,2656.0
2016-10-11,2390.0,2592.1428571428573
2016-10-12,2722.0,2540.714285714286
2016-10-13,2093.0,2381.8571428571427
2016-10-14,2637.0,2329.714285714286
2016-10-15,2562.0,2336.1428571428573
2016-10-16,1494.0,2328.5714285714284
2016-10-17,2605.0,2347.5714285714284
2016-10-18,2443.0,2357.5714285714284
2016-10-19,2788.0,2365.1428571428573
2016-10-20,2445.0,2374.5714285714284
2016-10-21,2438.0,2424.8571428571427
2016-10-22,2755.0,2396.4285714285716
2016-10-23,1360.0,2424.0
2016-10-24,2455.0,2404.8571428571427
2016-10-25,2783.0,2383.4285714285716
2016-10-26,2785.0,2432.0
2016-10-27,2633.0,2431.5714285714284
2016-10-28,2854.0,2458.4285714285716
2016-10-29,2652.0,2517.8571428571427
2016-10-30,1364.0,2503.1428571428573
2016-10-31,2332.0,2503.714285714286
2016-11-01,4118.0,2486.1428571428573
2016-11-02,1074.0,2676.8571428571427
2016-11-03,888.0,2432.4285714285716
2016-11-04,1686.0,2183.1428571428573
2016-11-05,1860.0,2016.2857142857142
2016-11-06,1142.0,1903.142857142857
2016-11-07,3004.0,1871.4285714285713
2016-11-08,2966.0,1967.4285714285713
2016-11-09,4669.0,1802.857142857143
2016-11-10,2466.0,2316.4285714285716
2016-11-11,2660.0,2541.8571428571427
2016-11-12,2753.0,2681.0
2016-11-13,1353.0,2808.5714285714284
2016-11-14,3061.0,2838.714285714286
2016-11-15,2802.0,2846.8571428571427
2016-11-16,2999.0,2823.4285714285716
2016-11-17,2545.0,2584.8571428571427
2016-11-18,2998.0,2596.1428571428573
2016-11-19,2850.0,2644.4285714285716
2016-11-20,1213.0,2658.285714285714
2016-11-21,3097.0,2638.285714285714
2016-11-22,2690.0,2643.4285714285716
2016-11-23,3054.0,2627.4285714285716
2016-11-24,2410.0,2635.285714285714
2016-11-25,2652.0,2616.0
2016-11-26,2550.0,2566.5714285714284
2016-11-27,1210.0,2523.714285714286
2016-11-28,3013.0,2523.285714285714
2016-11-29,2584.0,2511.285714285714
2016-11-30,3032.0,2496.1428571428573
2016-12-01,2663.0,2493.0
2016-12-02,4522.0,2529.1428571428573
2016-12-03,2767.0,2796.285714285714
2016-12-04,1581.0,2827.285714285714
2016-12-05,2852.0,2880.285714285714
2016-12-06,1177.0,2857.285714285714
2016-12-07,3695.0,2656.285714285714
2016-12-08,3099.0,2751.0
2016-12-09,4320.0,2813.285714285714
2016-12-10,2972.0,2784.4285714285716
2016-12-11,1417.0,2813.714285714286
2016-12-12,2991.0,2790.285714285714
2016-12-13,4624.0,2810.1428571428573
2016-12-14,4394.0,3302.5714285714284
2016-12-15,3410.0,3402.4285714285716
2016-12-16,3481.0,3446.8571428571427
2016-12-17,3451.0,3327.0
2016-12-18,2044.0,3395.4285714285716
2016-12-19,3872.0,3485.0
2016-12-20,4080.0,3610.8571428571427
2016-12-21,5162.0,3533.1428571428573
2016-12-22,5055.0,3642.8571428571427
2016-12-23,5386.0,3877.8571428571427
2016-12-24,3609.0,4150.0
2016-12-25,0.0,4172.571428571428
2016-12-26,904.0,3880.5714285714284
2016-12-27,3156.0,3456.5714285714284
2016-12-28,2761.0,3324.5714285714284
2016-12-29,2573.0,2981.5714285714284
2016-12-30,3292.0,2627.0
2016-12-31,2768.0,2327.8571428571427
2017-01-01,0.0,2207.714285714286
2017-01-02,1218.0,2207.714285714286
2017-01-03,3507.0,2252.5714285714284
2017-01-04,3665.0,2302.714285714286
2017-01-05,3085.0,2431.8571428571427
2017-01-06,3012.0,2505.0
2017-01-07,2898.0,2465.0
2017-01-08,1426.0,2483.5714285714284
2017-01-09,2850.0,2687.285714285714
2017-01-10,2939.0,2920.4285714285716
2017-01-11,3265.0,2839.285714285714
2017-01-12,2736.0,2782.1428571428573
2017-01-13,3014.0,2732.285714285714
2017-01-14,2905.0,2732.5714285714284
2017-01-15,1410.0,2733.5714285714284
2017-01-16,2719.0,2731.285714285714
2017-01-17,3896.0,2712.5714285714284
2017-01-18,3068.0,2849.285714285714
2017-01-19,2395.0,2821.1428571428573
2017-01-20,2523.0,2772.4285714285716
2017-01-21,3212.0,2702.285714285714
2017-01-22,1190.0,2746.1428571428573
2017-01-23,3208.0,2714.714285714286
2017-01-24,2657.0,2784.5714285714284
2017-01-25,2830.0,2607.5714285714284
2017-01-26,2524.0,2573.5714285714284
2017-01-27,3039.0,2592.0
2017-01-28,2792.0,2665.714285714286
2017-01-29,1354.0,2605.714285714286
2017-01-30,2792.0,2629.1428571428573
2017-01-31,2463.0,2569.714285714286
2017-02-01,3307.0,2542.0
2017-02-02,2807.0,2610.1428571428573
2017-02-03,3091.0,2650.5714285714284
2017-02-04,3198.0,2658.0
2017-02-05,1256.0,2716.0
2017-02-06,2561.0,2702.0
2017-02-07,2842.0,2669.0
2017-02-08,2993.0,2723.1428571428573
2017-02-09,2638.0,2678.285714285714
2017-02-10,3484.0,2654.1428571428573
2017-02-11,2885.0,2710.285714285714
2017-02-12,1210.0,2665.5714285714284
2017-02-13,3257.0,2659.0
2017-02-14,2848.0,2758.4285714285716
2017-02-15,2740.0,2759.285714285714
2017-02-16,2643.0,2723.1428571428573
2017-02-17,2946.0,2723.8571428571427
2017-02-18,3462.0,2647.0
2017-02-19,1079.0,2729.4285714285716
2017-02-20,2697.0,2710.714285714286
2017-02-21,2831.0,2630.714285714286
2017-02-22,3362.0,2628.285714285714
2017-02-23,2983.0,2717.1428571428573
2017-02-24,3120.0,2765.714285714286
2017-02-25,2741.0,2790.5714285714284
2017-02-26,927.0,2687.5714285714284
2017-02-27,762.0,2665.8571428571427
2017-02-28,1392.0,2389.4285714285716
2017-03-01,3628.0,2183.8571428571427
2017-03-02,3323.0,2221.8571428571427
2017-03-03,3391.0,2270.4285714285716
2017-03-04,3002.0,2309.1428571428573
2017-03-05,1337.0,2346.4285714285716
2017-03-06,2819.0,2405.0
2017-03-07,4917.0,2698.8571428571427
2017-03-08,3218.0,3202.4285714285716
2017-03-09,2700.0,3143.8571428571427
2017-03-10,2966.0,3054.8571428571427
2017-03-11,3023.0,2994.1428571428573
2017-03-12,1438.0,2997.1428571428573
2017-03-13,2858.0,3011.5714285714284
2017-03-14,2775.0,3017.1428571428573
2017-03-15,3097.0,2711.1428571428573
2017-03-16,2933.0,2693.8571428571427
2017-03-17,3456.0,2727.1428571428573
2017-03-18,3015.0,2797.1428571428573
2017-03-19,1458.0,2796.0
2017-03-20,3157.0,2798.8571428571427
2017-03-21,3562.0,2841.5714285714284
2017-03-22,3074.0,2954.0
2017-03-23,2728.0,2950.714285714286
2017-03-24,3321.0,2921.4285714285716
2017-03-25,2853.0,2902.1428571428573
2017-03-26,1330.0,2879.0
2017-03-27,2830.0,2860.714285714286
2017-03-28,2937.0,2814.0
2017-03-29,3104.0,2724.714285714286
2017-03-30,2557.0,2729.0
2017-03-31,3185.0,2704.5714285714284
2017-04-01,3912.0,2685.1428571428573
2017-04-02,1482.0,2836.4285714285716
2017-04-03,2886.0,2858.1428571428573
2017-04-04,2785.0,2866.1428571428573
2017-04-05,3492.0,2844.4285714285716
2017-04-06,2461.0,2899.8571428571427
2017-04-07,3054.0,2886.1428571428573
2017-04-08,3174.0,2867.4285714285716
2017-04-09,1394.0,2762.0
2017-04-10,2437.0,2749.4285714285716
2017-04-11,2674.0,2685.285714285714
2017-04-12,3374.0,2669.4285714285716
2017-04-13,2931.0,2652.5714285714284
2017-04-14,790.0,2719.714285714286
2017-04-15,2030.0,2396.285714285714
2017-04-16,1185.0,2232.8571428571427
2017-04-17,3641.0,2203.0
2017-04-18,2579.0,2375.0
2017-04-19,2972.0,2361.4285714285716
2017-04-20,2546.0,2304.0
2017-04-21,3112.0,2249.0
2017-04-22,2824.0,2580.714285714286
2017-04-23,1163.0,2694.1428571428573
2017-04-24,2540.0,2691.0
2017-04-25,2817.0,2533.714285714286
2017-04-26,2868.0,2567.714285714286
2017-04-27,2301.0,2552.8571428571427
2017-04-28,2876.0,2517.8571428571427
2017-04-29,2426.0,2484.1428571428573
2017-04-30,886.0,2427.285714285714
2017-05-01,891.0,2387.714285714286
2017-05-02,4193.0,2152.1428571428573
2017-05-03,3777.0,2348.714285714286
2017-05-04,2800.0,2478.5714285714284
2017-05-05,2991.0,2549.8571428571427
2017-05-06,2752.0,2566.285714285714
2017-05-07,1103.0,2612.8571428571427
2017-05-08,2854.0,2643.8571428571427
2017-05-09,2763.0,2924.285714285714
2017-05-10,2925.0,2720.0
2017-05-11,2233.0,2598.285714285714
2017-05-12,3532.0,2517.285714285714
2017-05-13,2931.0,2594.5714285714284
2017-05-14,931.0,2620.1428571428573
2017-05-15,2531.0,2595.5714285714284
2017-05-16,2822.0,2549.4285714285716
2017-05-17,3131.0,2557.8571428571427
2017-05-18,2600.0,2587.285714285714
2017-05-19,3077.0,2639.714285714286
