epoch,train_loss,val_loss
1,0.04032892733812332,0.030261317268013954
2,0.013993628323078156,0.02428516186773777
3,0.011553702875971794,0.01972813904285431
4,0.009525991044938564,0.014096652157604694
5,0.008216329850256443,0.010015541687607765
6,0.007940391078591347,0.007223852910101414
7,0.007832790724933147,0.006863894872367382
8,0.007551086135208607,0.005869521759450436
9,0.007345125079154968,0.005039334762841463
10,0.006525946315377951,0.004190663807094097
11,0.006313442252576351,0.004015899263322353
12,0.006101851351559162,0.0034897439181804657
13,0.006025230512022972,0.0035276932176202536
14,0.006460892036557198,0.0026844453532248735
15,0.005156754516065121,0.0027741186786442995
16,0.005419381428509951,0.0033636637963354588
17,0.0053240349516272545,0.003320504678413272
18,0.0050332434475421906,0.003000425873324275
19,0.0044115339405834675,0.0029470499139279127
20,0.0044606891460716724,0.002555284183472395
21,0.004183795303106308,0.002595744328573346
22,0.004117506090551615,0.002559387357905507
23,0.003878088900819421,0.002537985797971487
24,0.0037839035503566265,0.002569575561210513
25,0.0039210012182593346,0.0029696121346205473
26,0.004158060997724533,0.011538943275809288
27,0.005823965184390545,0.0025940907653421164
28,0.004138217773288488,0.003523614490404725
29,0.00392834423109889,0.002648875815793872
30,0.0033756541088223457,0.0026982570998370647
31,0.003320308169350028,0.0026607410982251167
32,0.003532840171828866,0.0026293236296623945
33,0.0037245152052491903,0.0026760429609566927
