epoch,train_loss,val_loss
1,0.0490448996424675,0.036837972700595856
2,0.014067014679312706,0.030736656859517097
3,0.011476553045213223,0.025221385061740875
4,0.01001261081546545,0.02011452428996563
5,0.010204525664448738,0.01778394728899002
6,0.009559858590364456,0.015166549943387508
7,0.008837077766656876,0.013580619357526302
8,0.008443517610430717,0.011932178400456905
9,0.008327893912792206,0.009455516003072262
10,0.007940058596432209,0.007864059880375862
11,0.00785133522003889,0.006912084762006998
12,0.007769175339490175,0.005302762612700462
13,0.007784647401422262,0.004933580756187439
14,0.0072637153789401054,0.00417280150577426
15,0.0073525733314454556,0.0037455123383551836
16,0.0071913436986505985,0.003610253566876054
17,0.006743603851646185,0.0035036690533161163
18,0.006560369394719601,0.0036352728493511677
19,0.007002893835306168,0.0036061860155314207
20,0.006275038700550795,0.0038124839775264263
21,0.006159042939543724,0.0034807140473276377
22,0.006035397294908762,0.0034331229981034994
23,0.00572250597178936,0.0038765843492001295
24,0.00598174799233675,0.004469907842576504
25,0.006275026593357325,0.003669692436233163
26,0.005851815454661846,0.003373549785465002
27,0.005774286575615406,0.003438412444666028
28,0.005705337040126324,0.0036023082211613655
29,0.005501633509993553,0.003391438629478216
30,0.005273597780615091,0.0034791978541761637
31,0.005066513083875179,0.00352581893093884
32,0.005272519309073687,0.003447113325819373
33,0.005058948881924152,0.003525790758430958
34,0.004825481213629246,0.00378307793289423
35,0.004789950791746378,0.0034321255516260862
36,0.004901100881397724,0.00352521357126534
