epoch,train_loss,val_loss
1,0.011747811920940876,0.005405577830970287
2,0.0071372478269040585,0.0049177976325154305
3,0.006832979619503021,0.005022927187383175
4,0.006947855465114117,0.004910590127110481
5,0.006722808815538883,0.004920670296996832
6,0.006415440700948238,0.004592178389430046
7,0.006663077976554632,0.004875838290899992
8,0.006216918118298054,0.004184073768556118
9,0.0060876342467963696,0.004454548936337233
10,0.005924660246819258,0.0043599908240139484
11,0.005817264784127474,0.004259735811501741
12,0.005767864640802145,0.004139295779168606
13,0.005724168848246336,0.0038911690935492516
14,0.0056089679710567,0.004096095450222492
15,0.005505046341568232,0.004018311854451895
16,0.005371167324483395,0.004013301804661751
17,0.005347293335944414,0.003910152241587639
18,0.005377910099923611,0.00392802432179451
19,0.005171339027583599,0.0038154374342411757
20,0.005363049916923046,0.0036945552565157413
21,0.0051412926986813545,0.0036657729651778936
22,0.005122632719576359,0.0038020238280296326
23,0.005094545427709818,0.0037928535602986813
24,0.004851788282394409,0.0034460031893104315
25,0.004831349942833185,0.0034768457990139723
26,0.004790023434907198,0.003371291793882847
27,0.004595448728650808,0.0029871254228055477
28,0.004398420453071594,0.0028218624647706747
29,0.004128201398998499,0.0025340011343359947
30,0.004103623330593109,0.0025070281699299812
31,0.004062999505549669,0.0021718437783420086
32,0.00383693166077137,0.0019206729484722018
33,0.00379762751981616,0.0020740043837577105
34,0.003737700404599309,0.0018804093124344945
35,0.0036001221742480993,0.001849594060331583
36,0.0036417627707123756,0.001957800704985857
37,0.003615171881392598,0.0018853447400033474
38,0.0033911019563674927,0.0017429215367883444
39,0.003602904500439763,0.0016963218804448843
40,0.003588902996852994,0.0016541844233870506
41,0.0036354889161884785,0.0016785641200840473
42,0.0035019773058593273,0.0016606809804216027
43,0.003509331028908491,0.0016759843565523624
44,0.0033203253988176584,0.0016109539428725839
45,0.0034085651859641075,0.0016465550288558006
46,0.0035076490603387356,0.001648756442591548
47,0.003461310174316168,0.0016512174624949694
48,0.0033013420179486275,0.0016239868709817529
49,0.003349516075104475,0.0016582392854616046
50,0.0033475873060524464,0.0016382094472646713
51,0.003470608964562416,0.0016021656338125467
52,0.0033397413790225983,0.001626805984415114
53,0.0032397883478552103,0.0015895324759185314
54,0.0032796363811939955,0.0016111430013552308
55,0.00323377619497478,0.0016316050896421075
56,0.0032471001613885164,0.0016415001591667533
57,0.0032464356627315283,0.0016194564523175359
58,0.003239444689825177,0.0016384755726903677
59,0.0031106877140700817,0.0016880534822121263
60,0.0031790209468454123,0.0015920840669423342
61,0.003103962168097496,0.0016093538142740726
62,0.003071065293624997,0.0016225840663537383
63,0.003066352102905512,0.001631267135962844
