epoch,train_loss,val_loss
1,0.06197348237037659,0.024914046749472618
2,0.027842335402965546,0.02662944234907627
3,0.02553810179233551,0.026501383632421494
4,0.024625392630696297,0.02568567544221878
5,0.024442052468657494,0.023586204275488853
6,0.023164473474025726,0.023285340517759323
7,0.023757701739668846,0.022498438134789467
8,0.023243173956871033,0.02288353443145752
9,0.02217738889157772,0.022284895181655884
10,0.021584976464509964,0.02279907464981079
11,0.021544866263866425,0.02081303484737873
12,0.020979607477784157,0.023173045367002487
13,0.021217044442892075,0.01984325796365738
14,0.01929926872253418,0.01860944554209709
15,0.019408416002988815,0.018474480137228966
16,0.01780802756547928,0.017891138792037964
17,0.01881626434624195,0.019630134105682373
18,0.017910536378622055,0.017496345564723015
19,0.017648261040449142,0.015716927126049995
20,0.016348231583833694,0.015156532637774944
21,0.015783298760652542,0.015409395098686218
22,0.015086573548614979,0.012078347615897655
23,0.014380093663930893,0.011576347053050995
24,0.013583697378635406,0.010715224780142307
25,0.01397168729454279,0.010149255394935608
26,0.013211541809141636,0.012497874908149242
27,0.012505383230745792,0.01052890159189701
28,0.012543050572276115,0.010164767503738403
29,0.012769868597388268,0.011554799973964691
30,0.01212906651198864,0.011276046745479107
31,0.011913884431123734,0.010919970460236073
32,0.012178306467831135,0.011103774420917034
33,0.011689011938869953,0.011925292201340199
34,0.01200824324041605,0.010417230427265167
35,0.011756902560591698,0.012532521970570087
